name,Frequency,Intensity
blow,1141.259765625,11.745539811930234
blow,1152.0263671875,11.446743255685906
blow,1162.79296875,-0.28574106459311044
blow,1173.5595703125,-17.024911363959163
blow,1184.326171875,4.685763051709857
blow,1195.0927734375,15.067454389859574
blow,1205.859375,10.26092387774881
blow,1216.6259765625,7.58781745599922
blow,1227.392578125,12.767899619223646
blow,1238.1591796875,4.829789805062092
blow,1248.92578125,5.906794199070786
blow,1259.6923828125,10.318454874136897
blow,1270.458984375,-6.14364490030623
blow,1281.2255859375,7.921367181642436
blow,1291.9921875,11.323579075671548
blow,1302.7587890625,9.077605195179741
blow,1313.525390625,4.510952715387047
blow,1324.2919921875,-3.755066937838828
blow,1335.05859375,9.690474314150952
blow,1345.8251953125,12.369578986652268
blow,1356.591796875,8.969144397290039
blow,1367.3583984375,4.3686151051333635
blow,1378.125,2.6435835091047983
blow,1388.8916015625,8.165571878178003
blow,1399.658203125,-4.213527336076413
blow,1410.4248046875,10.385289695489433
blow,1421.19140625,7.510884176104092
blow,1431.9580078125,-12.050844300381877
blow,1442.724609375,3.4253859632421073
blow,1453.4912109375,10.58180176218107
blow,1464.2578125,8.476914309637623
blow,1475.0244140625,2.608889022357695
blow,1485.791015625,-5.5093389292955495
blow,1496.5576171875,7.634597216536047
blow,1507.32421875,6.737076821544826
blow,1518.0908203125,4.301963953414965
blow,1528.857421875,1.3523661867876973
blow,1539.6240234375,-1.5867898365824664
blow,1550.390625,-7.138752521342071
blow,1561.1572265625,-1.9767221057906421
blow,1571.923828125,5.640165568622281
blow,1582.6904296875,-2.8218877002781846
blow,1593.45703125,-17.020461474823193
blow,1604.2236328125,-2.501360784727314
blow,1614.990234375,1.4494930898259635
blow,1625.7568359375,6.576090498933781
blow,1636.5234375,7.796587937253193
blow,1647.2900390625,6.1770405828109345
blow,1658.056640625,2.837622345173125
blow,1668.8232421875,0.21896868336554118
blow,1679.58984375,-0.9655535012432538
blow,1690.3564453125,3.5030321402421585
blow,1701.123046875,9.098519946935212
blow,1711.8896484375,2.279770660122382
blow,1722.65625,-1.2088053795080609
blow,1733.4228515625,-0.955644306496315
blow,1744.189453125,-17.659571243834183
blow,1754.9560546875,-3.9243402068562867
blow,1765.72265625,-12.866728192196522
blow,1776.4892578125,1.2023739825501893
blow,1787.255859375,-3.322715388448288
blow,1798.0224609375,5.965046130415448
blow,1808.7890625,4.419475946502729
blow,1819.5556640625,2.6635009311593483
blow,1830.322265625,-8.242636935405717
blow,1841.0888671875,0.30781811669669984
blow,1851.85546875,8.533485216964397
blow,1862.6220703125,4.139570501970767
blow,1873.388671875,-7.7752099919075395
blow,1884.1552734375,-12.571007929011921
blow,1894.921875,-9.008065211121606
blow,1905.6884765625,-10.627930651210995
blow,1916.455078125,1.7473591095571552
blow,1927.2216796875,-7.3143685783167625
blow,1937.98828125,-5.172746388498702
blow,1948.7548828125,-0.22339967441072003
blow,1959.521484375,5.604677974598485
blow,1970.2880859375,2.0012729275544823
blow,1981.0546875,-2.035801239412275
blow,1991.8212890625,-0.9064417994775181
blow,2002.587890625,-2.4274467610009816
blow,2013.3544921875,-4.450836021334395
blow,2024.12109375,-0.2928673495514558
blow,2034.8876953125,-1.6903144150148322
blow,2045.654296875,-0.11800430727324487
blow,2056.4208984375,3.6520670182703934
blow,2067.1875,5.456649825487076
blow,2077.9541015625,-8.021571015852226
blow,2088.720703125,-2.22921629991479
blow,2099.4873046875,1.2506109133057817
blow,2110.25390625,0.7458855649282548
blow,2121.0205078125,-3.6136450688570805
blow,2131.787109375,0.4033450532844267
blow,2142.5537109375,5.0646001646825916
blow,2153.3203125,-1.692428894173076
blow,2164.0869140625,-1.6108985996527254
blow,2174.853515625,-1.5601388295698528
blow,2185.6201171875,-11.468099185163814
blow,2196.38671875,-9.871942412193812
blow,2207.1533203125,-5.673163755460164
blow,2217.919921875,-1.4474338003251712
blow,2228.6865234375,-1.2650217241415183
blow,2239.453125,-2.675292576205162
blow,2250.2197265625,-1.1602113286115798
blow,2260.986328125,1.7863218872916682
blow,2271.7529296875,-10.634000224282072
blow,2282.51953125,1.0774420939408065
blow,2293.2861328125,-1.877191948182695
blow,2304.052734375,-16.29815373487537
blow,2314.8193359375,-6.101700883076608
blow,2325.5859375,-7.275446157032503
blow,2336.3525390625,-7.863357576730676
blow,2347.119140625,0.5512887520395747
blow,2357.8857421875,-3.8041354607770272
blow,2368.65234375,-6.968920648732983
blow,2379.4189453125,-7.9801394023793115
blow,2390.185546875,-8.409489361422782
blow,2400.9521484375,-6.312876729795837
blow,2411.71875,-6.2840746920587085
blow,2422.4853515625,-1.9392270809578052
blow,2433.251953125,-7.826634894201407
blow,2444.0185546875,-14.601590999068774
blow,2454.78515625,-11.044706957949659
blow,2465.5517578125,-15.01831022412323
blow,2476.318359375,-19.557873789289612
blow,2487.0849609375,-7.743521827139618
blow,2497.8515625,-2.5627331372432334
blow,2508.6181640625,-7.456113861489796
